"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Naehyun","Griffin","Middle",1,"0%","100%",0,0,0,0,,,"0.0%","0%",-677,-124,-12,9.5,"26.1%",172,"26.1%",,217,"24.9%",,0.47,0.18,0.36
"Nuclear","Dplus KIA","ADC",26,"42%","35%",72,45,98,3.8,"64.4%","27.3%","14.6%","12%",-274,-171,-8.9,9.3,"30.6%",402,"23.4%",,282,"25.8%",,0.45,0.15,0.35
"Nuguri","Dplus KIA","Top",43,"51%","63%",128,137,196,2.4,"65.6%","25.9%","28.0%","30%",26,-13,4.2,8.7,"26.8%",511,"28.8%",,279,"24.9%",,0.4,0.13,0.25
"OnFleek","Liiv SANDBOX","Jungle",29,"31%","69%",59,76,144,2.7,"72.5%","21.1%","21.3%","21%",52,-20,0,5.6,"16.3%",219,"13.1%",,185,"17.8%",,0.77,0.36,0.71
"Punch","Liiv SANDBOX","Jungle",15,"47%","60%",25,30,94,4,"79.3%","16.7%","19.2%","47%",-103,-125,-0.8,5,"13.7%",196,"12.1%",,168,"16.1%",,0.65,0.44,0.51
"Pyosik","DRX","Jungle",46,"67%","52%",120,84,319,5.2,"72.4%","19.8%","19.6%","28%",35,162,2.2,5.6,"15.2%",269,"13.9%",,203,"17.5%",,0.45,0.29,0.49
"Quad","DRX","Middle",3,"67%","0%",15,5,14,5.8,"72.5%","37.5%","21.7%","0%",-379,-322,-11,7.8,"21.1%",449,"24.8%",,255,"22.7%",,0.67,0.23,0.47
"Rascal","Gen.G","Top",44,"70%","30%",103,82,225,4,"60.4%","19.0%","24.0%","23%",131,85,2.5,8.1,"24.3%",366,"21.7%",,249,"22.1%",,0.48,0.21,0.2
"Ray","KT Rolster","Top",6,"33%","33%",13,17,17,1.8,"55.6%","24.1%","27.0%","17%",-592,-620,-24.2,7.4,"24.7%",269,"18.8%",,224,"21.7%",,0.38,0.25,0.16
"Roach","T1","Top",4,"50%","50%",13,13,14,2.1,"57.4%","27.7%","22.8%","25%",-568,-304,-5.5,7.8,"21.2%",320,"17.7%",,237,"21.3%",,0.5,0.15,0.2
"Route","Liiv SANDBOX","ADC",25,"32%","32%",82,49,93,3.6,"75.8%","35.5%","15.6%","8%",10,-62,3.1,9.8,"33.7%",460,"28.1%",,291,"28.1%",,0.48,0.23,0.46
"Ruler","Gen.G","ADC",44,"70%","57%",171,52,193,7,"67.0%","31.5%","15.2%","25%",92,28,-2.8,9.6,"32.6%",537,"30.8%",,313,"27.6%",,0.55,0.2,0.52
"Secret","SeolHaeOne Prince","Support",39,"38%","36%",12,127,284,2.3,"70.5%","2.9%","21.9%","26%",-37,-43,-2.2,1,"2.4%",129,"6.9%",,88,"8.5%",,1.64,0.5,0.35
"ShowMaker","Dplus KIA","Middle",43,"51%","58%",126,71,220,4.9,"70.0%","25.5%","14.5%","23%",26,7,2.7,8.7,"24.6%",467,"26.0%",,266,"23.6%",,0.54,0.24,0.23
"SoHwan","KT Rolster","Top",40,"55%","68%",58,82,144,2.5,"52.9%","15.2%","23.2%","10%",-109,-60,-1.5,7.9,"24.1%",353,"20.6%",,230,"21.4%",,0.52,0.24,0.19
"Spirit","Kwangdong Freecs","Jungle",33,"45%","39%",68,78,208,3.5,"73.4%","18.1%","18.4%","39%",-231,-150,-2.1,5,"15.0%",253,"14.0%",,176,"17.1%",,0.86,0.4,0.72
"Ssol","Kwangdong Freecs","ADC",4,"25%","50%",11,7,7,2.6,"52.9%","32.4%","10.8%","25%",-459,-311,-7.8,8.8,"31.9%",534,"27.7%",,254,"27.1%",,0.3,0.13,0.48
"SSUN","Kwangdong Freecs","Middle",13,"46%","62%",43,20,44,4.4,"63.5%","31.4%","13.0%","31%",-38,-87,-6.7,8.1,"25.6%",354,"21.8%",,241,"23.2%",,0.57,0.3,0.15
"Summit","Liiv SANDBOX","Top",32,"34%","50%",64,93,128,2.1,"63.8%","21.3%","25.5%","28%",95,126,5.2,8.2,"24.8%",431,"26.8%",,240,"23.3%",,0.5,0.22,0.29
"Sw0rd","Griffin","Top",28,"36%","50%",43,73,104,2,"58.1%","17.0%","24.8%","25%",-152,-169,-11.9,7.3,"22.6%",312,"21.3%",,209,"21.3%",,0.48,0.18,0.23
"Tarzan","Griffin","Jungle",45,"36%","58%",75,91,205,3.1,"70.2%","18.8%","18.8%","42%",45,-56,-2.6,5.1,"14.3%",201,"13.2%",,166,"16.9%",,0.74,0.43,0.49
"Teddy","T1","ADC",44,"68%","43%",183,54,202,7.1,"74.0%","35.2%","15.6%","14%",68,-44,7.6,10.7,"35.9%",550,"31.5%",,334,"29.4%",,0.47,0.13,0.39
"Tempt","Hanwha Life Esports","Middle",39,"38%","51%",88,87,167,2.9,"68.5%","23.7%","17.7%","23%",-53,-33,-1.8,8.7,"27.0%",450,"26.7%",,244,"24.2%",,0.59,0.32,0.23
"Trigger","SeolHaeOne Prince","ADC",6,"17%","67%",11,16,13,1.5,"55.8%","25.6%","18.0%","0%",160,129,16.3,8.2,"27.6%",420,"26.9%",,234,"24.5%",,0.47,0.17,0.28
"TusiN","KT Rolster","Support",46,"52%","59%",24,94,304,3.5,"75.2%","5.5%","22.6%","33%",111,54,3.5,1.5,"3.7%",140,"8.3%",,107,"9.8%",,1.48,0.5,0.31
"ucal","Griffin","Middle",44,"36%","39%",95,92,179,3,"68.7%","23.8%","19.4%","36%",-50,-57,-1.6,8.4,"25.0%",383,"25.1%",,235,"23.7%",,0.48,0.23,0.3
"Untara","Griffin","Top",9,"56%","33%",10,19,32,2.2,"51.2%","12.2%","22.4%","11%",-67,88,-1,7.2,"19.4%",365,"22.0%",,203,"19.5%",,0.43,0.2,0.13
"Viper","Griffin","ADC",45,"36%","58%",141,73,147,3.9,"72.2%","35.3%","15.1%","22%",92,145,8.5,9.9,"35.1%",509,"32.3%",,293,"29.4%",,0.47,0.19,0.4
"Vsta","Hanwha Life Esports","ADC",35,"37%","46%",91,70,150,3.4,"70.9%","26.8%","15.6%","29%",-266,-157,-12.5,8.4,"29.5%",433,"24.8%",,254,"24.9%",,0.52,0.22,0.4
"Zenit","Hanwha Life Esports","ADC",5,"20%","40%",4,17,23,1.6,"69.2%","10.3%","21.0%","0%",-92,233,8.8,8.1,"29.4%",473,"26.0%",,222,"23.4%",,0.37,0.19,0.21
