MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
900.00,113.00,54.00,179.00,5.40,0.78,0.30,0.20,0.22,-56.00,-25.00,-4.00,10.10,0.26,505.00,0.28,296.00,0.23,0.73,0.21,0.42
600.00,143.00,86.00,176.00,3.70,0.78,0.35,0.20,0.37,94.00,80.00,-1.50,9.40,0.25,565.00,0.31,276.00,0.24,0.61,0.14,0.30
400.00,76.00,92.00,184.00,2.80,0.63,0.18,0.20,0.40,79.00,-24.00,-1.20,8.50,0.24,418.00,0.23,256.00,0.22,0.63,0.10,0.15
0.00,18.00,29.00,39.00,2.00,0.76,0.24,0.17,0.07,-92.00,-220.00,-4.10,9.90,0.27,529.00,0.28,263.00,0.24,0.44,0.12,0.32
600.00,26.00,51.00,289.00,6.20,0.75,0.06,0.16,0.23,20.00,-50.00,0.70,2.20,0.06,122.00,0.07,139.00,0.11,1.72,0.61,0.48
300.00,25.00,99.00,198.00,2.30,0.73,0.08,0.22,0.15,68.00,33.00,-0.90,2.20,0.07,143.00,0.08,137.00,0.12,1.30,0.26,0.36
100.00,16.00,10.00,67.00,8.30,0.84,0.16,0.16,0.50,-149.00,-121.00,-3.00,5.30,0.12,174.00,0.10,200.00,0.16,1.16,0.52,0.53
400.00,80.00,51.00,148.00,4.50,0.76,0.27,0.20,0.35,-67.00,-69.00,-2.40,10.00,0.27,512.00,0.26,291.00,0.24,0.63,0.22,0.38
900.00,90.00,41.00,258.00,8.50,0.78,0.20,0.17,0.49,173.00,220.00,5.40,6.20,0.16,255.00,0.13,241.00,0.18,1.65,0.27,0.66
200.00,82.00,31.00,90.00,5.50,0.75,0.36,0.11,0.12,-129.00,-97.00,-5.70,10.80,0.33,584.00,0.29,313.00,0.27,0.41,0.07,0.40
400.00,138.00,42.00,206.00,8.20,0.69,0.28,0.16,0.23,161.00,131.00,3.80,10.40,0.27,633.00,0.31,327.00,0.24,0.51,0.11,0.43
400.00,32.00,101.00,147.00,1.80,0.73,0.13,0.27,0.36,-150.00,-227.00,-6.30,4.50,0.11,175.00,0.11,161.00,0.15,1.42,0.39,0.53
100.00,54.00,94.00,104.00,1.70,0.54,0.19,0.20,0.10,-183.00,-1.00,-1.70,9.00,0.26,346.00,0.22,241.00,0.23,0.65,0.19,0.20
200.00,114.00,74.00,123.00,3.20,0.71,0.34,0.17,0.14,-22.00,37.00,1.00,11.00,0.31,556.00,0.31,310.00,0.27,0.45,0.19,0.64
500.00,117.00,71.00,169.00,4.00,0.69,0.28,0.16,0.11,-92.00,-48.00,-1.30,11.10,0.33,520.00,0.28,318.00,0.27,0.35,0.08,0.42
200.00,63.00,69.00,244.00,4.40,0.78,0.16,0.22,0.51,37.00,20.00,-0.80,5.40,0.13,186.00,0.10,201.00,0.16,1.40,0.31,0.61
0.00,32.00,103.00,171.00,2.00,0.70,0.11,0.22,0.12,-88.00,4.00,0.20,2.10,0.06,112.00,0.07,118.00,0.11,1.47,0.43,0.37
300.00,53.00,96.00,267.00,3.30,0.79,0.13,0.22,0.47,-25.00,-139.00,-0.70,4.90,0.12,203.00,0.11,184.00,0.16,1.61,0.34,0.55
700.00,98.00,73.00,187.00,3.90,0.68,0.23,0.23,0.26,39.00,-5.00,0.30,9.20,0.25,481.00,0.25,280.00,0.23,0.68,0.13,0.24
300.00,58.00,77.00,178.00,3.10,0.55,0.14,0.19,0.23,-1.00,52.00,3.90,8.90,0.24,383.00,0.21,252.00,0.22,0.65,0.12,0.17
500.00,45.00,47.00,155.00,4.30,0.73,0.16,0.22,0.39,39.00,92.00,0.50,5.80,0.13,171.00,0.10,214.00,0.16,1.97,0.45,0.80
0.00,77.00,74.00,141.00,2.90,0.75,0.26,0.16,0.12,-69.00,-133.00,-2.20,10.20,0.30,521.00,0.32,277.00,0.27,0.45,0.14,0.46
700.00,173.00,64.00,170.00,5.40,0.80,0.40,0.16,0.23,5.00,-13.00,2.50,11.80,0.34,672.00,0.35,341.00,0.29,0.43,0.12,0.52
600.00,109.00,72.00,162.00,3.80,0.72,0.29,0.19,0.27,89.00,31.00,1.20,10.00,0.27,527.00,0.32,282.00,0.25,0.63,0.20,0.28
100.00,32.00,41.00,117.00,3.60,0.56,0.12,0.23,0.20,20.00,-6.00,-3.20,8.90,0.25,489.00,0.24,276.00,0.22,0.67,0.16,0.20
200.00,50.00,83.00,179.00,2.80,0.76,0.17,0.28,0.47,11.00,83.00,-2.10,5.10,0.12,166.00,0.10,186.00,0.16,1.24,0.28,0.50
900.00,13.00,71.00,271.00,4.00,0.76,0.04,0.26,0.41,-14.00,-8.00,-2.50,2.20,0.06,130.00,0.07,149.00,0.11,1.72,0.50,0.39
200.00,28.00,13.00,51.00,6.10,0.66,0.24,0.19,0.17,88.00,76.00,3.60,10.30,0.26,445.00,0.25,293.00,0.23,0.56,0.19,0.15
300.00,64.00,106.00,251.00,3.00,0.73,0.15,0.26,0.36,81.00,99.00,4.70,5.20,0.12,193.00,0.10,185.00,0.16,1.62,0.29,0.65
200.00,28.00,43.00,69.00,2.30,0.57,0.17,0.21,0.10,-201.00,-121.00,-6.90,8.80,0.24,275.00,0.17,245.00,0.22,0.68,0.15,0.24
100.00,23.00,49.00,153.00,3.60,0.76,0.10,0.20,0.26,16.00,97.00,2.20,2.10,0.06,112.00,0.06,126.00,0.11,1.29,0.42,0.45
200.00,20.00,88.00,309.00,3.70,0.76,0.05,0.21,0.27,-19.00,2.00,-0.10,1.60,0.04,107.00,0.06,118.00,0.10,1.39,0.38,0.32
0.00,99.00,66.00,157.00,3.90,0.71,0.28,0.20,0.22,-110.00,-157.00,-1.20,10.00,0.27,545.00,0.29,279.00,0.24,0.55,0.13,0.24
