MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
800,114,52,113,4.4,0.71,0.36,0.2,0.3,192,78,4.9,9.1,0.31,687,0.35,293,0.26,0.2,0.07,0.2
300,17,46,143,3.5,0.72,0.08,0.23,0.24,-18,18,3.1,0.9,0.03,129,0.08,103,0.1,1.26,0.21,0.29
200,75,58,120,3.4,0.69,0.27,0.12,0.16,-56,-29,1.4,8.4,0.31,531,0.32,231,0.26,0.31,0.06,0.15
100,81,79,139,2.8,0.75,0.28,0.16,0.31,-73,126,-0.6,8.4,0.33,503,0.31,237,0.27,0.2,0.06,0.22
500,138,69,201,4.9,0.74,0.3,0.18,0.25,12,-42,-2.8,8,0.29,571,0.32,247,0.25,0.25,0.04,0.16
0,73,52,98,3.3,0.68,0.29,0.19,0.1,-243,-146,-5.6,7.6,0.29,500,0.31,234,0.25,0.36,0.09,0.17
300,23,82,348,4.5,0.7,0.04,0.23,0.16,2,-24,-1.2,0.7,0.03,116,0.07,118,0.11,1.57,0.32,0.31
100,15,56,80,1.7,0.72,0.11,0.27,0.13,54,-110,-0.3,0.6,0.02,122,0.09,91,0.1,1.48,0.34,0.34
400,61,87,302,4.2,0.69,0.12,0.24,0.42,7,-53,-3.1,3.2,0.12,195,0.1,183,0.17,0.87,0.14,0.27
500,153,70,199,5,0.67,0.29,0.2,0.16,27,78,3,8.1,0.28,550,0.29,265,0.24,0.35,0.09,0.33
300,62,128,115,1.4,0.63,0.22,0.27,0.16,-114,-103,-4.7,6.8,0.24,367,0.23,196,0.22,0.52,0.06,0.13
400,36,85,307,4,0.72,0.08,0.22,0.34,-22,-102,-1.5,0.6,0.03,136,0.07,112,0.11,1.35,0.27,0.38
200,80,70,203,4,0.58,0.16,0.2,0.22,46,63,3.4,8.5,0.29,408,0.22,260,0.23,0.43,0.07,0.11
300,95,83,140,2.8,0.66,0.27,0.21,0.09,-9,-70,0.3,8.7,0.3,428,0.28,246,0.25,0.42,0.1,0.2
200,130,63,134,4.2,0.73,0.36,0.17,0.33,248,67,7.9,8.4,0.31,492,0.29,272,0.27,0.17,0.01,0.11
100,15,36,80,2.6,0.71,0.11,0.22,0.45,-232,-9,-2.6,3.1,0.11,211,0.13,163,0.17,0.89,0.11,0.34
0,13,36,122,3.8,0.7,0.07,0.23,0.25,2,-111,-1,0.8,0.03,150,0.07,109,0.1,1.54,0.17,0.3
100,112,47,109,4.7,0.78,0.4,0.18,0.4,115,-67,-1.2,8.7,0.34,568,0.34,275,0.29,0.1,0.03,0.18
600,169,48,204,7.8,0.71,0.32,0.13,0.13,104,-6,2.7,8.7,0.31,588,0.31,292,0.26,0.18,0.02,0.19
0,9,36,118,3.5,0.71,0.05,0.22,0.23,27,94,1.9,0.8,0.03,106,0.07,96,0.09,1.47,0.27,0.41
400,51,91,224,3,0.78,0.14,0.23,0.3,24,8,-0.1,2.9,0.1,162,0.11,154,0.16,0.84,0.13,0.35
400,75,68,217,4.3,0.61,0.16,0.18,0.09,-82,25,0.1,7.2,0.26,378,0.2,225,0.22,0.33,0.06,0.1
700,123,71,259,5.4,0.72,0.23,0.2,0.32,128,135,2.8,7.3,0.26,445,0.24,250,0.23,0.2,0.09,0.09
0,80,76,116,2.6,0.7,0.29,0.16,0.1,-195,-179,-6.5,8.6,0.32,449,0.28,242,0.27,0.13,0.04,0.13
100,150,69,197,5,0.73,0.31,0.18,0.28,-38,18,-2.6,8.4,0.31,602,0.32,275,0.26,0.17,0.04,0.12
400,60,60,159,3.7,0.62,0.17,0.15,0.21,39,-30,0.7,8.3,0.31,357,0.24,234,0.24,0.54,0.08,0.17
100,50,41,76,3.1,0.69,0.27,0.21,0.23,147,16,-1.2,8.4,0.28,473,0.26,259,0.25,0.22,0.06,0.15
200,79,77,217,3.8,0.65,0.17,0.2,0.22,-79,-3,-3.3,6.7,0.24,362,0.22,210,0.21,0.48,0.04,0.11
200,14,102,199,2.1,0.76,0.05,0.22,0.35,80,113,2.8,0.9,0.04,110,0.07,88,0.1,1.31,0.23,0.42
0,45,74,174,3,0.73,0.15,0.24,0.27,-115,-19,0.2,3,0.1,188,0.11,159,0.16,1.03,0.14,0.36
100,30,55,101,2.4,0.77,0.18,0.27,0.5,76,64,1.3,2.9,0.1,187,0.11,153,0.16,1.21,0.15,0.25
300,12,37,198,5.7,0.71,0.04,0.19,0.15,132,134,-0.8,0.7,0.03,142,0.08,117,0.1,1.24,0.29,0.43
100,13,92,197,2.3,0.71,0.04,0.18,0.41,-175,-58,1.4,0.7,0.03,107,0.07,68,0.08,1.21,0.24,0.33
