MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
200.00,130.00,80.00,148.00,3.50,0.77,0.36,0.17,0.15,-48.00,-4.00,-0.10,10.10,0.34,394.00,0.24,298.00,0.29,0.63,0.17,0.49
200.00,55.00,100.00,156.00,2.10,0.58,0.15,0.21,0.15,-205.00,-77.00,-7.30,7.30,0.21,350.00,0.23,204.00,0.20,0.50,0.29,0.20
300.00,142.00,81.00,111.00,3.10,0.61,0.35,0.17,0.20,-19.00,69.00,1.10,9.60,0.30,370.00,0.21,298.00,0.26,0.46,0.10,0.44
600.00,24.00,130.00,309.00,2.60,0.70,0.05,0.24,0.24,45.00,-32.00,-1.30,1.10,0.02,150.00,0.08,92.00,0.09,1.98,0.57,0.34
900.00,43.00,119.00,379.00,3.50,0.69,0.07,0.24,0.32,136.00,112.00,4.50,1.50,0.04,179.00,0.09,115.00,0.10,1.67,0.58,0.40
800.00,84.00,97.00,307.00,4.00,0.60,0.13,0.20,0.14,43.00,-27.00,-0.30,7.50,0.21,502.00,0.23,243.00,0.20,0.43,0.24,0.21
500.00,85.00,124.00,213.00,2.40,0.59,0.17,0.21,0.36,178.00,177.00,3.50,8.00,0.24,489.00,0.27,244.00,0.22,0.40,0.20,0.23
500.00,91.00,121.00,250.00,2.80,0.66,0.18,0.20,0.26,93.00,56.00,5.30,7.70,0.22,466.00,0.25,248.00,0.22,0.39,0.17,0.19
400.00,46.00,59.00,142.00,3.20,0.75,0.18,0.17,0.29,-110.00,-87.00,-2.40,8.80,0.26,438.00,0.27,246.00,0.24,0.45,0.18,0.27
200.00,29.00,130.00,296.00,2.50,0.66,0.06,0.23,0.34,23.00,-29.00,-2.90,1.30,0.04,157.00,0.09,100.00,0.09,1.65,0.56,0.43
500.00,26.00,104.00,302.00,3.20,0.60,0.05,0.24,0.27,-18.00,-38.00,-2.50,1.10,0.03,130.00,0.07,100.00,0.08,1.74,0.56,0.34
400.00,77.00,75.00,234.00,4.10,0.58,0.14,0.18,0.17,-172.00,-115.00,-5.50,7.60,0.22,416.00,0.20,237.00,0.20,0.40,0.23,0.26
100.00,33.00,22.00,30.00,2.90,0.72,0.38,0.22,0.40,-222.00,-150.00,-11.30,8.00,0.28,410.00,0.26,271.00,0.25,0.56,0.16,0.45
400.00,119.00,100.00,223.00,3.40,0.72,0.25,0.18,0.31,-117.00,-65.00,-0.50,7.00,0.21,379.00,0.20,231.00,0.22,0.34,0.21,0.65
0.00,35.00,150.00,313.00,2.30,0.67,0.07,0.25,0.23,-95.00,-105.00,0.80,1.20,0.03,130.00,0.07,95.00,0.09,1.79,0.54,0.42
300.00,82.00,45.00,67.00,3.30,0.61,0.34,0.16,0.15,-151.00,-110.00,-2.00,9.60,0.30,464.00,0.24,298.00,0.26,0.49,0.16,0.45
1000.00,133.00,122.00,238.00,3.00,0.72,0.26,0.20,0.38,-77.00,-47.00,0.40,7.20,0.21,397.00,0.21,239.00,0.22,0.55,0.26,0.59
200.00,80.00,102.00,270.00,3.40,0.68,0.15,0.17,0.13,-79.00,-5.00,0.20,8.60,0.24,474.00,0.25,239.00,0.22,0.56,0.27,0.21
600.00,113.00,106.00,211.00,3.10,0.59,0.21,0.24,0.39,109.00,42.00,2.50,8.70,0.26,396.00,0.23,279.00,0.23,0.34,0.21,0.26
200.00,84.00,127.00,202.00,2.30,0.60,0.18,0.23,0.12,-221.00,-206.00,-6.40,7.20,0.21,482.00,0.26,218.00,0.20,0.35,0.12,0.25
0.00,32.00,26.00,43.00,2.90,0.61,0.26,0.18,0.09,-68.00,4.00,-1.50,9.00,0.28,341.00,0.19,268.00,0.25,0.52,0.21,0.36
600.00,158.00,71.00,176.00,4.70,0.61,0.29,0.16,0.23,162.00,99.00,7.80,10.40,0.32,455.00,0.25,325.00,0.27,0.77,0.21,0.55
1000.00,152.00,68.00,287.00,6.50,0.68,0.24,0.14,0.16,88.00,6.00,2.90,9.10,0.26,552.00,0.25,293.00,0.24,0.48,0.17,0.25
200.00,104.00,131.00,198.00,2.30,0.63,0.22,0.24,0.15,34.00,38.00,1.90,8.30,0.25,490.00,0.27,259.00,0.23,0.46,0.23,0.26
400.00,117.00,45.00,146.00,5.80,0.71,0.31,0.17,0.26,231.00,-28.00,-2.80,8.90,0.30,577.00,0.27,324.00,0.27,0.77,0.18,0.41
400.00,80.00,69.00,141.00,3.20,0.65,0.24,0.17,0.11,-69.00,-14.00,-0.50,9.30,0.27,544.00,0.30,274.00,0.25,0.47,0.18,0.29
300.00,78.00,85.00,193.00,3.20,0.77,0.22,0.19,0.35,14.00,61.00,1.20,6.40,0.17,309.00,0.19,200.00,0.19,0.69,0.38,0.57
700.00,35.00,136.00,369.00,3.00,0.66,0.06,0.25,0.16,-41.00,66.00,0.60,1.30,0.03,177.00,0.09,106.00,0.09,1.65,0.58,0.40
0.00,49.00,44.00,87.00,3.10,0.63,0.23,0.23,0.24,-69.00,-56.00,-0.40,6.50,0.18,329.00,0.15,217.00,0.19,0.30,0.28,0.48
0.00,42.00,47.00,104.00,3.10,0.59,0.17,0.24,0.21,53.00,70.00,1.30,7.60,0.22,421.00,0.23,240.00,0.21,0.33,0.15,0.18
200.00,20.00,145.00,310.00,2.30,0.66,0.04,0.25,0.29,-97.00,-113.00,-2.50,1.20,0.03,98.00,0.06,91.00,0.08,1.68,0.58,0.36
